39.5698	157
39.941	157
40.3108	161
40.6805	165
41.0503	158
41.42	153
41.7897	139
42.1593	135
42.529	143
42.9001	159
43.2697	160
43.6393	146
44.0089	141
44.3784	149
44.748	149
45.1175	139
45.487	143
45.8565	147
46.226	143
46.5955	152
46.9649	151
47.3343	140
47.7052	141
48.0746	143
48.4439	150
48.8133	183
49.1826	175
49.5519	149
49.9212	142
50.2905	149
50.6598	163
51.029	175
51.3982	163
51.7675	171
52.1366	198
52.5058	204
52.875	236
53.2441	267
53.6132	337
53.9823	343
54.3514	318
54.7205	276
55.0895	262
55.4586	376
55.8276	442
56.1966	385
56.5641	251
56.9331	224
57.302	237
57.671	236
58.0399	251
58.4088	300
58.7776	376
59.1465	570
59.5153	803
59.8841	1054
60.2529	976
60.6217	754
60.9905	593
61.3578	555
61.7265	667
62.0953	808
62.464	1098
62.8326	1595
63.2013	2015
63.5699	2167
63.9386	1945
64.3057	1552
64.6743	1220
65.0429	1129
65.4114	1071
65.78	906
66.1485	689
66.517	491
66.884	379
67.2525	292
67.621	267
67.9894	230
68.3578	215
68.7248	214
69.0931	218
69.4615	187
69.8299	186
70.1982	186
70.565	183
70.9333	185
71.3016	180
71.6699	189
72.0381	206
72.4049	216
72.7731	254
73.1413	305
73.5094	421
73.8762	542
74.2443	623
74.6124	550
74.9805	443
75.3471	335
75.7152	236
76.0832	193
76.4513	176
76.8178	162
77.1858	154
77.5538	143
77.9203	136
78.2883	144
78.6562	135
79.0241	138
79.3905	121
79.7584	122
80.1262	112
80.4926	129
80.8605	126
81.2282	121
81.5946	116
81.9624	119
82.3301	119
82.6964	114
83.0641	109
83.4318	129
83.798	124
84.1657	122
84.5319	114
84.8995	117
85.2671	122
85.6333	129
86.0008	112
86.3684	124
86.7345	125
87.102	125
87.468	127
87.8355	133
88.2016	130
88.569	144
88.9364	144
89.3024	156
89.6698	175
90.0357	196
90.4031	199
90.769	187
91.1363	174
91.5036	162
91.8695	151
92.2368	141
92.6026	119
92.9698	122
93.3356	117
93.7028	117
94.0685	133
94.4357	117
94.8014	119
95.1685	125
95.5342	122
95.9013	124
96.267	131
96.634	110
96.9996	119
97.3666	130
97.7322	183
98.0992	181
98.4647	151
98.8317	129
99.1972	122
99.5641	132
99.9296	106
100.296	115
100.662	130
101.027	115
101.394	111
101.76	122
102.126	121
102.492	109
102.858	130
103.224	122
103.589	114
103.956	116
104.321	136
104.688	114
105.053	108
105.418	118
105.785	118
106.15	122
106.515	119
106.882	125
107.247	126
107.613	128
107.978	114
108.343	121
108.71	125
109.075	131
109.44	131
109.806	125
110.171	131
110.536	132
110.903	128
111.268	127
111.633	114
111.999	103
112.364	115
112.729	132
113.093	116
113.46	120
113.825	104
114.189	104
114.555	111
114.92	107
115.285	124
115.65	109
116.016	104
116.381	117
116.745	108
117.11	101
117.476	109
117.841	112
118.205	114
118.57	114
118.936	115
119.3	111
119.665	100
120.029	125
120.394	104
120.76	99
121.124	109
121.489	108
121.853	109
122.217	103
122.583	114
122.948	114
123.312	118
123.676	113
124.041	109
124.406	120
124.771	114
125.135	104
125.499	102
125.863	114
126.228	110
126.592	105
126.957	117
127.322	111
127.686	117
128.05	118
128.414	105
128.778	118
129.142	117
129.506	115
129.87	109
130.236	109
130.6	120
130.964	120
131.328	121
131.692	119
132.056	116
132.419	114
132.783	109
133.147	120
133.511	115
133.875	119
134.239	117
134.603	117
134.966	112
135.33	122
135.694	111
136.058	106
136.421	121
136.785	108
137.149	117
137.514	122
137.878	120
138.241	111
138.603	115
138.967	111
139.331	109
139.694	115
140.058	118
140.421	107
140.785	119
141.148	103
141.512	111
141.875	108
142.239	105
142.602	103
142.966	108
143.329	117
143.692	109
144.056	116
144.419	107
144.782	109
145.146	113
145.509	104
145.871	120
146.234	105
146.597	110
146.961	112
147.324	104
147.687	106
148.05	116
148.413	105
148.777	113
149.138	112
149.501	112
149.864	112
150.228	112
150.591	124
150.954	119
151.317	113
151.678	105
152.041	114
152.404	106
152.767	110
153.13	116
153.492	110
153.854	113
154.217	100
154.58	114
154.943	116
155.304	124
155.667	118
156.03	118
156.393	119
156.756	115
157.117	116
157.48	123
157.842	136
158.205	113
158.566	113
158.929	111
159.292	110
159.654	116
160.015	122
160.378	117
160.741	109
161.103	115
161.464	114
161.827	107
162.189	117
162.55	121
162.913	114
163.275	113
163.638	114
163.999	113
164.361	110
164.724	124
165.085	117
165.447	113
165.809	113
166.17	116
166.532	115
166.895	113
167.256	117
167.618	111
167.979	119
168.341	108
168.703	127
169.064	125
169.426	120
169.788	105
170.149	125
170.511	117
170.872	123
171.234	124
171.596	127
171.956	122
172.318	125
172.679	113
173.041	140
173.401	118
173.763	127
174.125	126
174.486	131
174.848	117
175.208	122
175.57	129
175.931	146
176.292	126
176.653	149
177.015	140
177.375	137
177.737	149
178.098	136
178.459	137
178.821	151
179.181	145
179.542	159
179.903	147
180.264	161
180.625	157
180.985	151
181.346	178
181.707	155
182.068	171
182.428	194
182.79	182
183.15	194
183.511	221
183.871	209
184.233	218
184.593	237
184.953	218
185.314	222
185.674	231
186.036	217
186.396	226
186.757	249
187.117	237
187.477	251
187.838	245
188.198	235
188.559	230
188.919	231
189.279	209
189.64	216
190	220
190.359	199
190.721	197
191.08	189
191.44	171
191.801	168
192.161	176
192.52	171
192.882	169
193.241	171
193.601	165
193.962	154
194.321	146
194.681	132
195.042	159
195.401	154
195.761	154
196.122	140
196.481	149
196.841	140
197.2	151
197.561	145
197.92	144
198.28	146
198.639	139
199	127
199.359	146
199.718	144
200.078	147
200.438	135
200.798	141
201.157	132
201.516	130
201.877	127
202.236	128
202.595	129
